End Date,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
01/31/2023,2023.0,1.0,Arizona,Female,0-17 years,7.5,25.0,8.666666666666668,6.5,0.0,16.666666666666668
01/31/2023,2023.0,1.0,Indiana,All Sexes,25-34 years,5.0,130.0,4.333333333333334,3.25,0.0,13.333333333333332
01/31/2023,2023.0,1.0,Maryland,Male,1-4 years,2.5,106.0,0.0,0.0,0.0,10.0
01/31/2023,2023.0,1.0,Virginia,All Sexes,15-24 years,0.0,82.0,0.0,0.0,0.0,6.666666666666666
01/31/2023,2023.0,1.0,Massachusetts,Male,0-17 years,0.0,25.0,0.0,0.0,0.0,3.333333333333332
01/31/2023,2023.0,1.0,Rhode Island,Male,25-34 years,0.0,10.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Indiana,Male,40-49 years,0.0,154.0,0.0,0.0,0.0,11.0
01/31/2023,2023.0,1.0,West Virginia,Female,25-34 years,0.0,15.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,New Hampshire,Male,55-64 years,0.0,96.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Idaho,Male,0-17 years,0.0,14.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Arizona,Male,55-64 years,93.0,473.0,34.0,50.5,5.25,44.0
01/31/2023,2023.0,1.0,Texas,Male,85 years and over,186.0,2189.0,260.0,101.0,10.5,346.0
01/31/2023,2023.0,1.0,Arizona,Female,40-49 years,138.5,96.0,191.0,71.5,15.75,268.0
01/31/2023,2023.0,1.0,Oregon,Male,All Ages,91.0,2044.0,122.0,42.0,21.0,190.0
01/31/2023,2023.0,1.0,Delaware,All Sexes,5-14 years,0.0,1385.3333333333335,0.0,0.0,10.5,162.85714285714286
01/31/2023,2023.0,1.0,Vermont,Female,45-54 years,0.0,726.6666666666667,0.0,0.0,0.0,135.71428571428572
01/31/2023,2023.0,1.0,Wisconsin,Female,40-49 years,0.0,68.0,0.0,0.0,0.0,108.57142857142857
01/31/2023,2023.0,1.0,Montana,Male,45-54 years,0.0,27.0,0.0,0.0,0.0,81.42857142857143
01/31/2023,2023.0,1.0,Arkansas,All Sexes,30-39 years,0.0,71.0,0.0,0.0,0.0,54.28571428571428
01/31/2023,2023.0,1.0,New Jersey,Male,5-14 years,0.0,41.0,0.0,0.0,0.0,27.14285714285714
01/31/2023,2023.0,1.0,Maine,Male,0-17 years,0.0,11.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Ohio,Female,30-39 years,0.0,92.0,0.0,0.0,0.0,17.2
01/31/2023,2023.0,1.0,Oregon,Male,30-39 years,6.0,77.0,0.0,0.0,0.0,34.4
01/31/2023,2023.0,1.0,Hawaii,Male,35-44 years,12.0,21.0,21.666666666666668,0.0,0.0,51.599999999999994
01/31/2023,2023.0,1.0,Illinois,Female,30-39 years,18.0,77.0,43.333333333333336,0.0,0.0,68.8
01/31/2023,2023.0,1.0,California,All Sexes,40-49 years,24.0,1163.0,65.0,0.0,0.0,86.0
01/31/2023,2023.0,1.0,Illinois,All Sexes,0-17 years,16.0,106.0,43.33333333333333,0.0,0.0,10.0
01/31/2023,2023.0,1.0,Louisiana,Female,1-4 years,8.0,92.6,21.666666666666664,0.0,0.0,5.0
01/31/2023,2023.0,1.0,Virginia,All Sexes,5-14 years,0.0,79.2,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Hawaii,Female,25-34 years,0.0,65.8,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Virginia,Male,1-4 years,0.0,52.4,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Arkansas,All Sexes,0-17 years,13.5,39.0,0.0,0.0,0.0,34.5
01/31/2023,2023.0,1.0,Minnesota,Male,75-84 years,27.0,558.0,46.0,11.0,0.0,69.0
01/31/2023,2023.0,1.0,District of Columbia,Female,40-49 years,0.0,313.5,30.666666666666664,0.0,0.0,46.0
01/31/2023,2023.0,1.0,Vermont,Female,75-84 years,0.0,69.0,15.333333333333332,0.0,0.0,23.0
01/31/2023,2023.0,1.0,Montana,Male,15-24 years,0.0,59.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Minnesota,Male,18-29 years,0.0,49.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Texas,Male,65-74 years,119.0,2639.0,209.0,57.0,0.0,278.0
01/31/2023,2023.0,1.0,Arizona,Female,15-24 years,68.5,11.0,132.0,38.0,0.0,174.5
01/31/2023,2023.0,1.0,Arizona,All Sexes,55-64 years,18.0,751.0,55.0,19.0,0.0,71.0
01/31/2023,2023.0,1.0,Nebraska,All Sexes,15-24 years,0.0,19.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Georgia,All Sexes,75-84 years,130.0,2376.0,180.0,52.0,4.333333333333333,265.0
01/31/2023,2023.0,1.0,Arizona,All Sexes,0-17 years,98.5,68.0,133.0,34.0,8.666666666666666,10.0
01/31/2023,2023.0,1.0,Kansas,Male,All Ages,67.0,1424.0,86.0,16.0,13.0,149.0
01/31/2023,2023.0,1.0,Nevada,All Sexes,0-17 years,33.5,31.0,2657.25,0.0,6.5,4168.0
01/31/2023,2023.0,1.0,Oklahoma,Female,0-17 years,0.0,29.0,5228.5,0.0,0.0,8187.0
01/31/2023,2023.0,1.0,Virginia,Male,30-39 years,0.0,118.0,7799.75,0.0,605.5,12206.0
01/31/2023,2023.0,1.0,United States,Female,All Ages,7276.0,139093.0,10371.0,2546.0,1211.0,16225.0
01/31/2023,2023.0,1.0,Vermont,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Utah,Male,35-44 years,0.0,48.0,23.333333333333332,0.0,0.0,40.0
01/31/2023,2023.0,1.0,Utah,Male,25-34 years,33.0,29.0,46.666666666666664,0.0,0.0,80.0
01/31/2023,2023.0,1.0,Tennessee,Male,85 years and over,66.0,697.0,70.0,20.0,0.0,120.0
01/31/2023,2023.0,1.0,North Dakota,Male,55-64 years,0.0,46.0,35.0,0.0,0.0,60.0
01/31/2023,2023.0,1.0,Montana,Male,0-17 years,0.0,0.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,North Dakota,Male,35-44 years,0.0,14.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,New Jersey,Male,Under 1 year,0.0,14.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Oklahoma,Female,65-74 years,24.0,406.0,46.0,9.5,0.0,69.0
01/31/2023,2023.0,1.0,Alabama,Male,75-84 years,51.0,710.0,57.0,19.0,0.0,89.0
01/31/2023,2023.0,1.0,Missouri,Male,30-39 years,25.5,104.0,42.75,9.5,0.0,66.75
01/31/2023,2023.0,1.0,Montana,Female,55-64 years,0.0,48.0,28.5,0.0,0.0,44.5
01/31/2023,2023.0,1.0,Missouri,Male,1-4 years,0.0,38.0,14.25,0.0,0.0,22.25
01/31/2023,2023.0,1.0,Minnesota,Male,15-24 years,0.0,28.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Kentucky,Female,Under 1 year,0.0,11.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,New York City,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,New York City,Female,5-14 years,0.0,47.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Maine,Male,55-64 years,0.0,94.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Montana,Female,15-24 years,0.0,55.5,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Nebraska,Male,0-17 years,0.0,17.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Oklahoma,Male,50-64 years,20.0,437.0,35.0,0.0,0.0,54.0
01/31/2023,2023.0,1.0,Idaho,Male,75-84 years,15.0,216.0,13.0,0.0,0.0,22.0
01/31/2023,2023.0,1.0,Arizona,Male,50-64 years,10.0,625.0,43.0,0.0,0.0,54.0
01/31/2023,2023.0,1.0,Missouri,All Sexes,5-14 years,0.0,11.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,New Mexico,Male,65-74 years,10.0,221.0,20.0,0.0,2.75,26.0
01/31/2023,2023.0,1.0,New Hampshire,Female,50-64 years,0.0,53.0,30.0,0.0,5.5,39.0
01/31/2023,2023.0,1.0,Maryland,All Sexes,55-64 years,16.0,621.0,40.0,17.0,8.25,52.0
01/31/2023,2023.0,1.0,North Carolina,Female,75-84 years,111.0,1359.0,125.0,34.0,11.0,212.0
01/31/2023,2023.0,1.0,New Jersey,All Sexes,Under 1 year,0.0,23.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,South Dakota,Female,50-64 years,0.0,39.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Arizona,All Sexes,15-24 years,0.0,68.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,District of Columbia,Male,25-34 years,0.0,12.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Virginia,All Sexes,35-44 years,21.0,214.0,64.5,0.0,0.0,76.5
01/31/2023,2023.0,1.0,Florida,Male,50-64 years,42.0,1912.0,129.0,25.0,0.0,153.0
01/31/2023,2023.0,1.0,Delaware,All Sexes,25-34 years,28.0,22.0,76.5,20.0,0.0,96.5
01/31/2023,2023.0,1.0,Nevada,Female,85 years and over,14.0,369.0,24.0,15.0,0.0,40.0
01/31/2023,2023.0,1.0,Wisconsin,Female,50-64 years,21.5,307.0,14.0,10.0,0.0,21.0
01/31/2023,2023.0,1.0,Missouri,Female,75-84 years,29.0,785.0,52.0,5.0,0.0,78.0
01/31/2023,2023.0,1.0,District of Columbia,Female,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Delaware,All Sexes,0-17 years,0.0,12.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Oklahoma,Male,30-39 years,0.0,85.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Tennessee,All Sexes,25-34 years,0.0,178.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Kansas,Female,0-17 years,0.0,13.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,South Dakota,Male,65-74 years,356.5,89.0,669.0,153.0,34.5,901.0
01/31/2023,2023.0,1.0,California,Male,All Ages,713.0,14906.0,1338.0,306.0,69.0,1802.0
01/31/2023,2023.0,1.0,Kentucky,All Sexes,15-24 years,385.5,44.0,710.5,0.0,0.0,963.0
01/31/2023,2023.0,1.0,North Carolina,Female,65-74 years,58.0,894.0,83.0,23.0,0.0,124.0
01/31/2023,2023.0,1.0,Utah,Female,30-39 years,0.0,20.0,55.33333333333333,0.0,0.0,82.66666666666666
01/31/2023,2023.0,1.0,Minnesota,Female,0-17 years,0.0,27.0,27.666666666666664,0.0,0.0,41.33333333333333
01/31/2023,2023.0,1.0,Maine,Male,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Arizona,All Sexes,25-34 years,41.5,162.0,34.0,0.0,0.0,65.5
01/31/2023,2023.0,1.0,Virginia,Male,75-84 years,83.0,993.0,68.0,25.0,0.0,131.0
01/31/2023,2023.0,1.0,Alabama,Male,25-34 years,0.0,93.0,34.0,0.0,0.0,65.5
01/31/2023,2023.0,1.0,Arkansas,All Sexes,18-29 years,0.0,50.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Colorado,All Sexes,45-54 years,0.0,207.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Minnesota,Male,35-44 years,0.0,84.0,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,North Dakota,Male,5-14 years,0.0,299.5,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Texas,Male,35-44 years,12.0,515.0,25.0,8.0,0.0,36.0
01/31/2023,2023.0,1.0,Texas,Female,55-64 years,44.0,1070.0,79.0,16.0,0.0,115.0
01/31/2023,2023.0,1.0,Arizona,Female,50-64 years,12.0,357.0,30.0,8.0,0.0,38.0
01/31/2023,2023.0,1.0,Arkansas,Female,30-39 years,0.0,17.0,15.0,0.0,0.0,19.0
01/31/2023,2023.0,1.0,New Jersey,Female,5-14 years,0.0,164.5,0.0,0.0,0.0,0.0
01/31/2023,2023.0,1.0,Ohio,Male,40-49 years,0.0,312.0,14.0,0.0,0.0,17.0
01/31/2023,2023.0,1.0,Connecticut,Female,30-39 years,0.0,27.0,60.666666666666664,0.0,0.0,72.33333333333334
02/28/2023,2023.0,2.0,Oklahoma,Female,45-54 years,21.5,81.0,107.33333333333333,8.5,0.0,127.66666666666667
02/28/2023,2023.0,2.0,Florida,All Sexes,50-64 years,43.0,2680.0,154.0,17.0,0.0,183.0
02/28/2023,2023.0,2.0,Virginia,Male,75-84 years,37.0,820.0,53.0,14.0,0.0,78.0
02/28/2023,2023.0,2.0,Nevada,Male,All Ages,28.0,1375.0,104.0,20.0,0.0,114.0
02/28/2023,2023.0,2.0,Wyoming,Male,50-64 years,20.0,43.0,68.5,13.333333333333332,0.0,77.5
02/28/2023,2023.0,2.0,Wyoming,All Sexes,All Ages,12.0,413.0,33.0,6.666666666666666,0.0,41.0
02/28/2023,2023.0,2.0,Delaware,All Sexes,Under 1 year,0.0,218.5,48.0,0.0,0.0,63.0
02/28/2023,2023.0,2.0,Hawaii,Female,45-54 years,19.5,24.0,63.0,7.0,0.0,85.0
02/28/2023,2023.0,2.0,Oklahoma,All Sexes,65-74 years,39.0,735.0,78.0,14.0,0.0,107.0
02/28/2023,2023.0,2.0,Kansas,Female,65-74 years,19.5,206.0,18.0,7.0,0.0,23.0
02/28/2023,2023.0,2.0,Utah,Male,35-44 years,0.0,53.0,9.0,0.0,0.0,11.5
02/28/2023,2023.0,2.0,North Dakota,Female,Under 1 year,0.0,0.0,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,Florida,Female,18-29 years,53.0,83.0,83.5,0.0,0.0,118.0
02/28/2023,2023.0,2.0,Illinois,All Sexes,85 years and over,106.0,2674.0,167.0,40.0,0.0,236.0
02/28/2023,2023.0,2.0,Minnesota,Female,15-24 years,0.0,1470.5,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,Texas,All Sexes,15-24 years,20.0,267.0,34.0,6.5,0.0,10.0
02/28/2023,2023.0,2.0,Minnesota,All Sexes,75-84 years,40.0,1004.0,68.0,13.0,0.0,96.0
02/28/2023,2023.0,2.0,Utah,All Sexes,25-34 years,0.0,35.0,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,Maryland,Female,35-44 years,0.0,53.0,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,Alabama,Male,15-24 years,0.0,34.0,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,Colorado,Male,45-54 years,0.0,145.0,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,Montana,Female,55-64 years,0.0,43.0,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,Connecticut,Male,45-54 years,0.0,73.0,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,Maine,Female,55-64 years,0.0,65.0,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,District of Columbia,All Sexes,15-24 years,0.0,10.0,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,New York City,Male,18-29 years,0.0,46.0,0.0,0.0,0.0,10.5
02/28/2023,2023.0,2.0,Idaho,All Sexes,75-84 years,0.0,374.0,16.0,0.0,0.0,21.0
02/28/2023,2023.0,2.0,Arizona,All Sexes,35-44 years,0.0,205.0,10.0,0.0,0.0,11.0
02/28/2023,2023.0,2.0,North Dakota,Male,Under 1 year,0.0,153.5,10.333333333333334,0.0,0.0,12.0
02/28/2023,2023.0,2.0,Alabama,Female,45-54 years,0.0,102.0,10.666666666666666,0.0,0.0,13.0
02/28/2023,2023.0,2.0,Oregon,Male,50-64 years,0.0,283.0,11.0,0.0,0.0,14.0
02/28/2023,2023.0,2.0,Texas,All Sexes,5-14 years,0.0,42.0,25.333333333333336,0.0,0.0,34.0
02/28/2023,2023.0,2.0,Nebraska,Female,50-64 years,0.0,81.0,39.66666666666667,0.0,0.0,54.0
02/28/2023,2023.0,2.0,Kentucky,All Sexes,55-64 years,25.0,608.0,54.0,0.0,0.0,74.0
02/28/2023,2023.0,2.0,New Mexico,Female,35-44 years,12.5,28.0,1724.3333333333333,0.0,0.0,2333.3333333333335
02/28/2023,2023.0,2.0,North Dakota,Male,40-49 years,0.0,13.0,3394.6666666666665,0.0,0.0,4592.666666666667
02/28/2023,2023.0,2.0,United States,All Sexes,75-84 years,2768.0,64452.0,5065.0,1099.0,135.0,6852.0
02/28/2023,2023.0,2.0,Puerto Rico,All Sexes,1-4 years,0.0,34490.5,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,Wisconsin,All Sexes,All Ages,149.0,4529.0,233.0,48.0,13.0,344.0
02/28/2023,2023.0,2.0,Tennessee,Female,40-49 years,74.5,117.0,174.75,24.0,0.0,258.0
02/28/2023,2023.0,2.0,Mississippi,Male,45-54 years,0.0,116.0,116.5,0.0,0.0,172.0
02/28/2023,2023.0,2.0,Rhode Island,All Sexes,45-54 years,0.0,40.0,58.25,0.0,0.0,86.0
02/28/2023,2023.0,2.0,Missouri,Male,1-4 years,0.0,46.666666666666664,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,Vermont,Male,Under 1 year,0.0,53.333333333333336,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,New Jersey,All Sexes,0-17 years,5.5,60.0,13.0,0.0,0.0,16.5
02/28/2023,2023.0,2.0,Minnesota,All Sexes,55-64 years,11.0,385.0,26.0,0.0,0.0,33.0
02/28/2023,2023.0,2.0,Kansas,Male,40-49 years,0.0,49.0,13.0,0.0,0.0,16.5
02/28/2023,2023.0,2.0,Kansas,Female,25-34 years,0.0,11.0,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,District of Columbia,Female,35-44 years,0.0,11.0,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,Illinois,All Sexes,30-39 years,0.0,207.0,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,New Jersey,Male,1-4 years,0.0,121.5,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,Indiana,Male,0-17 years,0.0,36.0,0.0,0.0,0.0,5.0
02/28/2023,2023.0,2.0,South Dakota,All Sexes,50-64 years,0.0,102.0,0.0,0.0,0.0,10.0
02/28/2023,2023.0,2.0,Vermont,Male,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,Georgia,Male,1-4 years,0.0,100.5,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,West Virginia,Female,65-74 years,11.0,201.0,11.0,9.333333333333334,0.0,19.0
02/28/2023,2023.0,2.0,Tennessee,Male,65-74 years,20.0,753.0,62.0,18.666666666666668,0.0,73.0
02/28/2023,2023.0,2.0,Massachusetts,All Sexes,85 years and over,108.0,1799.0,125.0,28.0,0.0,209.0
02/28/2023,2023.0,2.0,Delaware,All Sexes,0-17 years,0.0,14.0,62.5,0.0,0.0,104.5
02/28/2023,2023.0,2.0,Montana,Male,30-39 years,0.0,519.0,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,New York City,All Sexes,75-84 years,42.0,1024.0,84.0,12.0,0.0,115.0
02/28/2023,2023.0,2.0,Louisiana,Male,45-54 years,21.0,162.0,42.0,6.0,0.0,57.5
02/28/2023,2023.0,2.0,Oklahoma,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,Virginia,Female,65-74 years,26.0,563.0,47.0,10.0,0.0,64.0
02/28/2023,2023.0,2.0,South Dakota,Female,All Ages,14.0,291.0,21.0,6.666666666666666,0.0,32.0
02/28/2023,2023.0,2.0,Kansas,Female,50-64 years,7.0,138.0,10.0,3.333333333333333,0.0,14.0
02/28/2023,2023.0,2.0,Oregon,Female,15-24 years,0.0,11.0,6.666666666666666,0.0,0.0,21.75
02/28/2023,2023.0,2.0,North Carolina,Male,15-24 years,0.0,79.0,3.333333333333333,0.0,0.0,29.5
02/28/2023,2023.0,2.0,Delaware,Male,40-49 years,9.5,21.0,0.0,0.0,0.0,37.25
02/28/2023,2023.0,2.0,Ohio,Female,50-64 years,19.0,647.0,34.0,11.666666666666666,0.0,45.0
02/28/2023,2023.0,2.0,Arkansas,Female,75-84 years,18.0,378.0,25.0,23.333333333333332,0.0,39.0
02/28/2023,2023.0,2.0,California,All Sexes,50-64 years,85.0,3654.0,255.0,35.0,0.0,307.0
02/28/2023,2023.0,2.0,Minnesota,Male,85 years and over,35.0,555.0,48.0,10.0,0.0,73.0
02/28/2023,2023.0,2.0,Oregon,Male,30-39 years,25.0,63.0,39.0,0.0,0.0,55.5
02/28/2023,2023.0,2.0,Tennessee,Female,50-64 years,15.0,454.0,30.0,0.0,0.0,38.0
02/28/2023,2023.0,2.0,Massachusetts,Female,75-84 years,26.0,591.0,45.0,0.0,0.0,66.0
02/28/2023,2023.0,2.0,Colorado,Female,40-49 years,0.0,48.0,39.666666666666664,0.0,0.0,57.0
02/28/2023,2023.0,2.0,Michigan,All Sexes,0-17 years,8.5,65.0,34.333333333333336,0.0,0.0,48.0
02/28/2023,2023.0,2.0,Ohio,Female,55-64 years,17.0,517.0,29.0,0.0,0.0,39.0
02/28/2023,2023.0,2.0,Washington,Female,25-34 years,0.0,41.0,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,Alabama,All Sexes,40-49 years,9.0,221.0,13.0,0.0,0.0,17.0
02/28/2023,2023.0,2.0,South Carolina,All Sexes,55-64 years,18.0,591.0,37.0,0.0,0.0,51.0
02/28/2023,2023.0,2.0,North Carolina,Male,40-49 years,9.0,203.0,37.142857142857146,0.0,0.0,10.0
02/28/2023,2023.0,2.0,Colorado,Female,5-14 years,0.0,197.5,37.285714285714285,0.0,0.0,10.0
02/28/2023,2023.0,2.0,Arizona,All Sexes,30-39 years,0.0,192.0,37.42857142857143,0.0,0.0,10.0
02/28/2023,2023.0,2.0,Oklahoma,All Sexes,25-34 years,0.0,81.0,37.57142857142857,0.0,0.0,18.25
02/28/2023,2023.0,2.0,New Hampshire,All Sexes,35-44 years,0.0,30.0,37.714285714285715,0.0,0.0,26.5
02/28/2023,2023.0,2.0,Maryland,All Sexes,35-44 years,0.0,132.0,37.857142857142854,0.0,0.0,34.75
02/28/2023,2023.0,2.0,Illinois,Male,50-64 years,14.5,812.0,38.0,2.0,1.5,43.0
02/28/2023,2023.0,2.0,United States,Male,25-34 years,29.0,3711.0,74.0,4.0,3.0,102.0
02/28/2023,2023.0,2.0,Connecticut,Male,15-24 years,0.0,2646.333333333333,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,District of Columbia,Female,25-34 years,0.0,1581.6666666666665,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,Wisconsin,Male,65-74 years,0.0,517.0,37.0,0.0,0.0,44.0
02/28/2023,2023.0,2.0,Ohio,All Sexes,30-39 years,0.0,262.0,18.5,0.0,0.0,22.0
02/28/2023,2023.0,2.0,North Dakota,Female,15-24 years,0.0,1484.0,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,Connecticut,All Sexes,All Ages,110.0,2706.0,228.0,42.0,0.0,298.0
02/28/2023,2023.0,2.0,Connecticut,All Sexes,35-44 years,0.0,82.0,267.0,0.0,0.0,394.5
02/28/2023,2023.0,2.0,Pennsylvania,Female,All Ages,243.0,5465.0,306.0,65.0,0.0,491.0
02/28/2023,2023.0,2.0,Rhode Island,Male,All Ages,20.0,436.0,17.0,32.5,0.0,32.0
02/28/2023,2023.0,2.0,Indiana,Female,35-44 years,0.0,60.0,23.0,0.0,0.0,38.5
02/28/2023,2023.0,2.0,Tennessee,Male,30-39 years,0.0,154.0,29.0,0.0,0.0,45.0
02/28/2023,2023.0,2.0,District of Columbia,Female,30-39 years,0.0,134.5,35.0,0.0,0.0,51.5
02/28/2023,2023.0,2.0,Arkansas,All Sexes,40-49 years,0.0,115.0,41.0,0.0,0.0,58.0
02/28/2023,2023.0,2.0,Nebraska,All Sexes,45-54 years,0.0,58.0,47.0,0.0,0.0,64.5
02/28/2023,2023.0,2.0,South Carolina,Male,65-74 years,28.0,568.0,53.0,10.0,0.0,71.0
02/28/2023,2023.0,2.0,Missouri,Female,30-39 years,0.0,47.0,35.33333333333333,0.0,0.0,41.5
02/28/2023,2023.0,2.0,Delaware,Female,75-84 years,0.0,104.0,17.666666666666664,0.0,0.0,12.0
02/28/2023,2023.0,2.0,Rhode Island,All Sexes,0-17 years,0.0,410.5,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,Georgia,Female,65-74 years,19.0,717.0,39.0,0.0,0.0,51.0
02/28/2023,2023.0,2.0,Maine,All Sexes,85 years and over,21.0,429.0,30.0,0.0,0.0,45.0
02/28/2023,2023.0,2.0,New York,Female,0-17 years,0.0,29.0,27.0,0.0,0.0,40.333333333333336
02/28/2023,2023.0,2.0,Maine,Male,55-64 years,6.0,98.0,24.0,0.0,0.0,35.666666666666664
02/28/2023,2023.0,2.0,Alabama,Male,50-64 years,12.0,498.0,21.0,0.0,0.0,31.0
02/28/2023,2023.0,2.0,Puerto Rico,All Sexes,5-14 years,0.0,272.0,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,Arizona,Female,25-34 years,0.0,46.0,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,South Dakota,Female,45-54 years,0.0,17.0,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,Minnesota,Female,Under 1 year,0.0,18.0,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,North Dakota,Male,15-24 years,0.0,18.5,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,North Dakota,All Sexes,35-44 years,0.0,19.0,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,Oregon,Female,55-64 years,0.0,143.0,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,Louisiana,Male,0-17 years,0.0,27.0,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,Nevada,Male,Under 1 year,0.0,378.0,0.0,0.0,0.0,0.0
02/28/2023,2023.0,2.0,Virginia,Male,85 years and over,45.0,729.0,48.0,17.0,0.0,78.0
02/28/2023,2023.0,2.0,Oklahoma,Male,50-64 years,10.0,354.0,23.0,14.666666666666666,0.0,26.0
02/28/2023,2023.0,2.0,Washington,Male,55-64 years,19.5,369.0,23.0,12.333333333333332,0.0,30.0
02/28/2023,2023.0,2.0,Indiana,Male,85 years and over,29.0,601.0,46.0,10.0,0.0,65.0
02/28/2023,2023.0,2.0,Pennsylvania,All Sexes,18-29 years,0.0,144.0,38.0,0.0,0.0,54.75
02/28/2023,2023.0,2.0,New Mexico,Male,30-39 years,0.0,39.0,30.0,0.0,0.0,44.5
02/28/2023,2023.0,2.0,Washington,Female,1-4 years,0.0,160.0,22.0,0.0,0.0,34.25
02/28/2023,2023.0,2.0,Iowa,Male,65-74 years,10.0,281.0,14.0,0.0,0.0,24.0
02/28/2023,2023.0,2.0,Missouri,Female,Under 1 year,0.0,21.0,36.5,0.0,0.0,47.5
02/28/2023,2023.0,2.0,New Mexico,Female,All Ages,23.0,747.0,59.0,12.0,0.0,71.0
02/28/2023,2023.0,2.0,Colorado,Female,75-84 years,18.0,406.0,26.0,6.0,0.0,37.0
